問い合わせID,受付日時,初回応答日時,解決日時,チャネル,製品,カテゴリ,中分類,問い合わせ種別,優先度番号,優先度,顧客区分,ステータス番号,ステータス,フェーズ番号,フェーズ,エスカレ有無,再オープン有無,対応チーム,担当者,満足度,件名,自由記述
INQ-202501-00225,2025-01-20 12:35,2025-01-20 19:47,2025-01-22 04:47,Web,スマート勤怠,仕様確認,API・連携,質問,3,低,個人事業主,4,解決,4,解決,0,0,一次窓口,田中,3,APIの有無について,丁寧に教えてほしい
INQ-202501-00226,2025-01-28 15:35,2025-01-28 21:15,2025-01-30 04:15,メール,スマート勤怠,使い方,初期設定,質問,2,中,大企業,4,解決,4,解決,0,0,品質保証,渡辺,2,初期設定の方法を知りたい,急ぎで確認したい
INQ-202501-00227,2025-01-16 13:39,2025-01-16 19:12,2025-01-19 03:12,チャット,クラウド経費,使い方,権限設定,要望,1,高,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,3,権限設定について,業務効率化のため必要
INQ-202501-00228,2025-01-29 13:28,2025-01-29 21:06,2025-01-30 07:06,メール,スマート勤怠,不具合,表示崩れ,クレーム,2,中,大企業,4,解決,4,解決,1,1,技術サポート,高橋,5,データが保存されない,対応が遅い
INQ-202501-00229,2025-01-27 14:25,2025-01-27 22:06,2025-01-29 12:06,チャット,スマート勤怠,使い方,権限設定,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,2,初期設定の方法を知りたい,急ぎで確認したい
INQ-202501-00230,2025-01-17 09:15,2025-01-17 13:27,2025-01-19 11:27,チャット,クラウド経費,仕様確認,上限・制限,要望,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,1,対応ブラウザを確認したい,次期アップデートに期待
INQ-202501-00231,2025-01-09 12:02,2025-01-09 16:33,2025-01-11 04:33,チャット,スマート勤怠,請求,プラン変更,質問,1,高,中小,4,解決,4,解決,0,0,品質保証,渡辺,5,支払方法の確認,マニュアルの場所を知りたい
INQ-202501-00232,2025-01-06 12:24,2025-01-06 16:35,2025-01-06 17:35,メール,クラウド経費,請求,支払方法,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,請求書の再発行依頼,丁寧に教えてほしい
INQ-202501-00233,2025-01-03 13:17,2025-01-03 15:09,2025-01-04 12:09,電話,スマート勤怠,不具合,ログイン不可,クレーム,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,ログインできない,何度も同じ案内をされた
INQ-202501-00234,2025-01-06 10:32,2025-01-06 16:49,2025-01-08 05:49,電話,クラウド経費,使い方,権限設定,障害報告,2,中,中小,5,クローズ,5,完了,0,0,品質保証,渡辺,5,CSVの取込手順が不明,至急復旧してほしい
INQ-202501-00235,2025-01-06 11:26,2025-01-06 12:06,2025-01-07 18:06,メール,クラウド経費,請求,請求書,クレーム,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,請求書の再発行依頼,対応が遅い
INQ-202501-00236,2025-01-17 16:32,2025-01-17 22:14,2025-01-18 15:14,チャット,クラウド経費,仕様確認,上限・制限,質問,1,高,中小,4,解決,4,解決,0,0,技術サポート,高橋,5,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202501-00237,2025-01-21 12:26,2025-01-21 19:39,2025-01-22 08:39,メール,スマート勤怠,不具合,表示崩れ,障害報告,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,ログインできない,至急復旧してほしい
INQ-202501-00238,2025-01-20 16:26,2025-01-20 17:25,2025-01-21 13:25,電話,スマート勤怠,仕様確認,対応環境,クレーム,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,同時接続数の上限は,何度も同じ案内をされた
INQ-202501-00239,2025-01-14 14:39,2025-01-14 17:21,2025-01-16 14:21,電話,クラウド経費,仕様確認,セキュリティ,質問,1,高,中小,4,解決,4,解決,0,0,技術サポート,伊藤,5,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202501-00240,2025-01-24 11:50,2025-01-24 17:20,2025-01-24 18:20,チャット,スマート勤怠,使い方,データ移行,要望,2,中,個人事業主,4,解決,4,解決,0,1,技術サポート,高橋,5,CSVの取込手順が不明,業務効率化のため必要
INQ-202501-00241,2025-01-14 10:16,2025-01-14 16:57,2025-01-15 15:57,電話,スマート勤怠,使い方,データ移行,障害報告,2,中,中小,4,解決,4,解決,0,0,一次窓口,鈴木,4,権限設定について,影響範囲を知りたい
INQ-202502-00242,2025-02-10 11:50,2025-02-10 18:34,2025-02-12 22:34,メール,スマート勤怠,使い方,操作方法,要望,2,中,中小,5,クローズ,5,完了,0,0,品質保証,渡辺,3,権限設定について,次期アップデートに期待
INQ-202502-00243,2025-02-17 09:45,2025-02-17 14:44,2025-02-17 15:44,電話,スマート勤怠,使い方,権限設定,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,品質保証,渡辺,3,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202502-00244,2025-02-03 13:21,2025-02-03 19:53,2025-02-05 15:53,Web,クラウド経費,要望,通知改善,要望,2,中,中小,5,クローズ,5,完了,0,0,品質保証,渡辺,5,ダークモード対応の希望,業務効率化のため必要
INQ-202502-00245,2025-02-28 09:07,2025-02-28 11:26,2025-03-01 19:26,電話,スマート勤怠,請求,請求書,要望,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,3,支払方法の確認,他社にはある機能
INQ-202502-00246,2025-02-03 14:11,2025-02-03 20:32,2025-02-05 03:32,メール,スマート勤怠,要望,UI改善,質問,3,低,中小,4,解決,4,解決,0,0,一次窓口,鈴木,5,エクスポート機能がほしい,丁寧に教えてほしい
INQ-202502-00247,2025-02-27 14:09,2025-02-27 16:55,2025-03-02 08:55,チャット,スマート勤怠,使い方,データ移行,クレーム,2,中,中小,5,クローズ,5,完了,0,1,一次窓口,佐藤,5,権限設定について,説明が分かりにくい
INQ-202502-00248,2025-02-06 18:58,2025-02-07 02:23,2025-02-08 01:23,メール,スマート勤怠,仕様確認,上限・制限,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,APIの有無について,急ぎで確認したい
INQ-202502-00249,2025-02-11 15:00,2025-02-11 18:00,2025-02-13 17:00,チャット,スマート勤怠,使い方,権限設定,クレーム,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,CSVの取込手順が不明,何度も同じ案内をされた
INQ-202502-00250,2025-02-25 12:54,2025-02-25 19:48,2025-02-26 15:48,メール,スマート勤怠,不具合,表示崩れ,要望,3,低,中小,4,解決,4,解決,0,0,一次窓口,佐藤,4,ログインできない,業務効率化のため必要
INQ-202502-00251,2025-02-17 14:20,2025-02-17 15:14,2025-02-20 01:14,チャット,スマート勤怠,不具合,ログイン不可,質問,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,データが保存されない,急ぎで確認したい
INQ-202502-00252,2025-02-12 09:07,2025-02-12 09:52,2025-02-14 10:52,メール,クラウド経費,仕様確認,上限・制限,障害報告,2,中,大企業,5,クローズ,5,完了,0,1,一次窓口,鈴木,4,対応ブラウザを確認したい,影響範囲を知りたい
INQ-202502-00253,2025-02-26 17:26,2025-02-26 20:53,2025-02-28 07:53,メール,クラウド経費,請求,請求書,質問,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,契約プランの変更,マニュアルの場所を知りたい
INQ-202502-00254,2025-02-19 13:28,2025-02-19 14:21,2025-02-19 23:21,メール,スマート勤怠,使い方,操作方法,クレーム,3,低,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,5,初期設定の方法を知りたい,対応が遅い
INQ-202502-00255,2025-02-25 12:48,2025-02-25 13:57,2025-02-26 06:57,Web,スマート勤怠,仕様確認,対応環境,クレーム,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,対応ブラウザを確認したい,何度も同じ案内をされた
INQ-202502-00256,2025-02-12 16:20,2025-02-12 21:48,2025-02-15 05:48,Web,スマート勤怠,要望,UI改善,質問,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,ダークモード対応の希望,急ぎで確認したい
INQ-202502-00257,2025-02-18 11:05,2025-02-18 11:14,2025-02-21 02:14,メール,スマート勤怠,使い方,権限設定,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,初期設定の方法を知りたい,急ぎで確認したい
INQ-202502-00258,2025-02-26 11:14,2025-02-26 11:59,2025-02-28 18:59,チャット,スマート勤怠,使い方,データ移行,質問,3,低,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,4,権限設定について,マニュアルの場所を知りたい
INQ-202502-00259,2025-02-10 15:34,2025-02-10 17:15,2025-02-12 11:15,チャット,スマート勤怠,請求,請求書,質問,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,1,支払方法の確認,丁寧に教えてほしい
INQ-202502-00260,2025-02-06 18:18,2025-02-06 22:20,2025-02-07 03:20,電話,クラウド経費,仕様確認,上限・制限,質問,2,中,大企業,5,クローズ,5,完了,0,1,一次窓口,佐藤,3,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202502-00261,2025-02-25 12:34,2025-02-25 12:56,2025-02-26 14:56,メール,スマート勤怠,請求,プラン変更,要望,3,低,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,4,支払方法の確認,業務効率化のため必要
INQ-202502-00262,2025-02-07 13:43,2025-02-07 21:22,2025-02-08 04:22,Web,クラウド経費,使い方,初期設定,要望,1,高,中小,4,解決,4,解決,0,0,一次窓口,佐藤,5,初期設定の方法を知りたい,次期アップデートに期待
INQ-202502-00263,2025-02-21 12:00,2025-02-21 18:39,2025-02-22 06:39,電話,スマート勤怠,使い方,操作方法,質問,3,低,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,3,権限設定について,マニュアルの場所を知りたい
INQ-202502-00264,2025-02-11 17:48,2025-02-11 21:37,2025-02-12 22:37,メール,スマート勤怠,仕様確認,対応環境,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,APIの有無について,丁寧に教えてほしい
INQ-202503-00265,2025-03-18 11:44,2025-03-18 13:08,2025-03-20 23:08,メール,クラウド経費,不具合,保存エラー,要望,3,低,大企業,4,解決,4,解決,0,0,品質保証,渡辺,3,ログインできない,業務効率化のため必要
INQ-202503-00266,2025-03-17 12:11,2025-03-17 16:30,2025-03-20 15:30,Web,クラウド経費,不具合,表示崩れ,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,2,画面が真っ白になる,丁寧に教えてほしい
INQ-202503-00267,2025-03-04 13:04,2025-03-04 17:38,2025-03-06 02:38,電話,クラウド経費,使い方,初期設定,質問,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,権限設定について,丁寧に教えてほしい
INQ-202503-00268,2025-03-07 15:59,2025-03-07 18:20,2025-03-10 14:20,Web,スマート勤怠,請求,請求書,質問,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,1,契約プランの変更,丁寧に教えてほしい
INQ-202503-00269,2025-03-31 11:33,2025-03-31 18:10,2025-04-02 16:10,電話,クラウド経費,不具合,表示崩れ,質問,2,中,中小,5,クローズ,5,完了,1,0,品質保証,渡辺,4,ログインできない,丁寧に教えてほしい
INQ-202503-00270,2025-03-26 11:25,2025-03-26 16:54,2025-03-29 00:54,メール,クラウド経費,不具合,動作が遅い,障害報告,2,中,個人事業主,5,クローズ,5,完了,0,0,品質保証,渡辺,5,データが保存されない,業務が止まっている
INQ-202503-00271,2025-03-13 15:59,2025-03-13 18:38,2025-03-13 19:38,チャット,スマート勤怠,不具合,動作が遅い,質問,2,中,大企業,5,クローズ,5,完了,0,1,一次窓口,田中,3,ログインできない,マニュアルの場所を知りたい
INQ-202503-00272,2025-03-27 11:35,2025-03-27 13:51,2025-03-29 04:51,メール,クラウド経費,仕様確認,対応環境,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,鈴木,2,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202503-00273,2025-03-03 15:50,2025-03-03 19:10,2025-03-04 06:10,メール,スマート勤怠,要望,通知改善,クレーム,2,中,個人事業主,5,クローズ,5,完了,0,1,一次窓口,鈴木,5,ダークモード対応の希望,説明が分かりにくい
INQ-202503-00274,2025-03-27 12:59,2025-03-27 14:20,2025-03-29 08:20,Web,クラウド経費,使い方,初期設定,クレーム,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,初期設定の方法を知りたい,何度も同じ案内をされた
INQ-202503-00275,2025-03-24 18:28,2025-03-24 23:13,2025-03-27 03:13,チャット,クラウド経費,使い方,データ移行,質問,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202503-00276,2025-03-05 15:30,2025-03-05 18:20,2025-03-06 06:20,メール,スマート勤怠,仕様確認,上限・制限,クレーム,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,2,同時接続数の上限は,説明が分かりにくい
INQ-202503-00277,2025-03-07 12:38,2025-03-07 14:42,2025-03-08 16:42,チャット,クラウド経費,使い方,権限設定,クレーム,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,4,権限設定について,対応が遅い
INQ-202503-00278,2025-03-04 15:15,2025-03-04 21:38,2025-03-07 18:38,Web,クラウド経費,要望,UI改善,質問,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,田中,3,ダークモード対応の希望,マニュアルの場所を知りたい
INQ-202503-00279,2025-03-20 15:09,2025-03-20 20:49,2025-03-20 22:49,チャット,クラウド経費,不具合,ログイン不可,質問,2,中,大企業,4,解決,4,解決,1,0,技術サポート,伊藤,1,データが保存されない,急ぎで確認したい
INQ-202503-00280,2025-03-28 10:18,2025-03-28 11:58,2025-03-29 13:58,Web,クラウド経費,使い方,データ移行,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,権限設定について,丁寧に教えてほしい
INQ-202503-00281,2025-03-17 11:31,2025-03-17 16:56,2025-03-19 01:56,メール,スマート勤怠,使い方,権限設定,質問,3,低,大企業,5,クローズ,5,完了,0,1,品質保証,渡辺,5,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202503-00282,2025-03-31 11:09,2025-03-31 12:32,2025-04-02 19:32,メール,スマート勤怠,使い方,データ移行,質問,3,低,中小,4,解決,4,解決,0,1,技術サポート,伊藤,5,CSVの取込手順が不明,急ぎで確認したい
INQ-202503-00283,2025-03-18 10:41,2025-03-18 15:35,2025-03-19 12:35,電話,スマート勤怠,請求,請求書,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,3,支払方法の確認,丁寧に教えてほしい
INQ-202503-00284,2025-03-06 12:56,2025-03-06 14:37,2025-03-07 04:37,電話,スマート勤怠,使い方,データ移行,障害報告,3,低,大企業,4,解決,4,解決,0,1,技術サポート,伊藤,2,権限設定について,至急復旧してほしい
INQ-202503-00285,2025-03-20 14:14,2025-03-20 17:37,2025-03-23 08:37,メール,スマート勤怠,使い方,初期設定,要望,2,中,中小,4,解決,4,解決,0,0,技術サポート,伊藤,4,初期設定の方法を知りたい,次期アップデートに期待
INQ-202504-00286,2025-04-14 15:00,2025-04-14 22:28,2025-04-17 09:28,Web,クラウド経費,使い方,操作方法,要望,3,低,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,5,初期設定の方法を知りたい,業務効率化のため必要
INQ-202504-00287,2025-04-24 16:46,2025-04-24 20:13,2025-04-25 02:13,メール,クラウド経費,仕様確認,対応環境,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,APIの有無について,丁寧に教えてほしい
INQ-202504-00288,2025-04-07 11:25,2025-04-07 17:00,2025-04-10 03:00,Web,クラウド経費,使い方,操作方法,質問,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,田中,1,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202504-00289,2025-04-29 15:08,2025-04-29 20:45,2025-04-30 17:45,メール,スマート勤怠,使い方,データ移行,クレーム,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,初期設定の方法を知りたい,何度も同じ案内をされた
INQ-202504-00290,2025-04-15 14:05,2025-04-15 18:59,2025-04-16 14:59,メール,スマート勤怠,請求,支払方法,クレーム,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,田中,2,支払方法の確認,対応が遅い
INQ-202504-00291,2025-04-14 11:46,2025-04-14 19:08,2025-04-17 11:08,チャット,スマート勤怠,仕様確認,対応環境,障害報告,1,高,個人事業主,5,クローズ,5,完了,0,1,技術サポート,高橋,4,対応ブラウザを確認したい,業務が止まっている
INQ-202504-00292,2025-04-22 13:26,2025-04-22 16:29,2025-04-22 21:29,メール,クラウド経費,使い方,権限設定,クレーム,3,低,中小,4,解決,4,解決,0,0,一次窓口,田中,2,権限設定について,何度も同じ案内をされた
INQ-202504-00293,2025-04-10 12:05,2025-04-10 18:33,2025-04-12 17:33,電話,スマート勤怠,使い方,権限設定,クレーム,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,5,CSVの取込手順が不明,説明が分かりにくい
INQ-202504-00294,2025-04-29 12:04,2025-04-29 13:56,2025-04-29 21:56,チャット,クラウド経費,使い方,データ移行,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,鈴木,2,権限設定について,マニュアルの場所を知りたい
INQ-202504-00295,2025-04-03 13:44,2025-04-03 19:03,2025-04-06 11:03,メール,クラウド経費,仕様確認,セキュリティ,クレーム,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,4,同時接続数の上限は,対応が遅い
INQ-202504-00296,2025-04-29 14:45,2025-04-29 17:40,2025-05-01 14:40,メール,スマート勤怠,使い方,データ移行,クレーム,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,初期設定の方法を知りたい,何度も同じ案内をされた
INQ-202504-00297,2025-04-07 15:16,2025-04-07 15:35,2025-04-08 14:35,チャット,スマート勤怠,不具合,保存エラー,要望,2,中,大企業,5,クローズ,5,完了,1,1,一次窓口,鈴木,3,画面が真っ白になる,他社にはある機能
INQ-202504-00298,2025-04-02 15:30,2025-04-02 21:46,2025-04-04 14:46,電話,スマート勤怠,要望,UI改善,質問,3,低,個人事業主,4,解決,4,解決,0,0,一次窓口,鈴木,4,通知の細分化,マニュアルの場所を知りたい
INQ-202504-00299,2025-04-11 16:56,2025-04-11 22:05,2025-04-12 13:05,チャット,スマート勤怠,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,5,権限設定について,急ぎで確認したい
INQ-202504-00300,2025-04-23 09:26,2025-04-23 13:18,2025-04-26 06:18,電話,クラウド経費,不具合,保存エラー,質問,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,1,ログインできない,急ぎで確認したい
INQ-202504-00301,2025-04-30 13:55,2025-04-30 17:18,2025-05-03 12:18,メール,クラウド経費,使い方,初期設定,要望,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,鈴木,2,初期設定の方法を知りたい,業務効率化のため必要
INQ-202504-00302,2025-04-28 14:05,2025-04-28 16:31,2025-05-01 13:31,メール,クラウド経費,使い方,権限設定,質問,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,3,初期設定の方法を知りたい,急ぎで確認したい
INQ-202504-00303,2025-04-09 10:39,2025-04-09 15:57,2025-04-11 11:57,メール,スマート勤怠,不具合,保存エラー,質問,3,低,個人事業主,4,解決,4,解決,0,0,技術サポート,高橋,4,データが保存されない,丁寧に教えてほしい
INQ-202504-00304,2025-04-04 12:05,2025-04-04 18:36,2025-04-07 06:36,メール,スマート勤怠,仕様確認,セキュリティ,クレーム,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,4,APIの有無について,説明が分かりにくい
INQ-202504-00305,2025-04-04 13:43,2025-04-04 19:28,2025-04-06 14:28,チャット,クラウド経費,不具合,表示崩れ,質問,2,中,個人事業主,5,クローズ,5,完了,1,0,一次窓口,田中,5,ログインできない,丁寧に教えてほしい
INQ-202504-00306,2025-04-16 10:30,2025-04-16 17:20,2025-04-18 08:20,メール,スマート勤怠,仕様確認,上限・制限,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,同時接続数の上限は,丁寧に教えてほしい
INQ-202504-00307,2025-04-08 14:30,2025-04-08 20:14,2025-04-09 06:14,メール,スマート勤怠,請求,支払方法,質問,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,鈴木,5,契約プランの変更,丁寧に教えてほしい
INQ-202504-00308,2025-04-15 12:06,2025-04-15 17:49,2025-04-16 01:49,チャット,スマート勤怠,要望,機能追加,クレーム,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,伊藤,1,通知の細分化,何度も同じ案内をされた
INQ-202504-00309,2025-04-01 15:42,2025-04-01 19:29,2025-04-03 16:29,電話,スマート勤怠,不具合,動作が遅い,質問,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,データが保存されない,急ぎで確認したい
INQ-202504-00310,2025-04-28 10:18,2025-04-28 16:22,2025-04-30 19:22,電話,クラウド経費,要望,機能追加,要望,2,中,個人事業主,4,解決,4,解決,0,0,技術サポート,高橋,4,ダークモード対応の希望,他社にはある機能
INQ-202504-00311,2025-04-14 14:42,2025-04-14 20:18,2025-04-14 23:18,電話,スマート勤怠,不具合,保存エラー,要望,3,低,大企業,4,解決,4,解決,1,0,技術サポート,高橋,2,ログインできない,次期アップデートに期待
INQ-202504-00312,2025-04-21 16:55,2025-04-21 18:35,2025-04-24 01:35,メール,クラウド経費,仕様確認,セキュリティ,クレーム,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,APIの有無について,対応が遅い
INQ-202504-00313,2025-04-23 13:26,2025-04-23 19:44,2025-04-26 15:44,Web,クラウド経費,使い方,初期設定,クレーム,1,高,中小,4,解決,4,解決,0,1,一次窓口,鈴木,5,CSVの取込手順が不明,説明が分かりにくい
INQ-202504-00314,2025-04-17 10:56,2025-04-17 11:06,2025-04-20 00:06,メール,スマート勤怠,仕様確認,対応環境,要望,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,伊藤,4,APIの有無について,業務効率化のため必要
INQ-202504-00315,2025-04-11 12:51,2025-04-11 18:32,2025-04-13 08:32,メール,スマート勤怠,仕様確認,API・連携,要望,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,田中,5,同時接続数の上限は,他社にはある機能
INQ-202504-00316,2025-04-03 10:04,2025-04-03 13:18,2025-04-04 12:18,チャット,スマート勤怠,使い方,権限設定,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,3,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202504-00317,2025-04-17 16:21,2025-04-17 21:52,2025-04-18 19:52,Web,クラウド経費,仕様確認,上限・制限,要望,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,同時接続数の上限は,次期アップデートに期待
INQ-202504-00318,2025-04-21 11:52,2025-04-21 15:59,2025-04-23 01:59,電話,スマート勤怠,不具合,保存エラー,質問,3,低,個人事業主,5,クローズ,5,完了,1,0,一次窓口,鈴木,2,画面が真っ白になる,急ぎで確認したい
INQ-202504-00319,2025-04-22 12:33,2025-04-22 14:54,2025-04-23 03:54,チャット,スマート勤怠,要望,通知改善,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,ダークモード対応の希望,マニュアルの場所を知りたい
INQ-202504-00320,2025-04-24 11:43,2025-04-24 12:41,2025-04-26 22:41,メール,スマート勤怠,使い方,操作方法,質問,1,高,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,3,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202505-00321,2025-05-02 09:05,2025-05-02 14:46,2025-05-03 14:46,電話,クラウド経費,要望,機能追加,障害報告,3,低,中小,4,解決,4,解決,1,0,一次窓口,鈴木,5,ダークモード対応の希望,影響範囲を知りたい
INQ-202505-00322,2025-05-30 10:29,2025-05-30 11:04,2025-05-31 21:04,Web,スマート勤怠,不具合,保存エラー,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,画面が真っ白になる,丁寧に教えてほしい
INQ-202505-00323,2025-05-20 12:41,2025-05-20 17:38,2025-05-22 02:38,メール,スマート勤怠,仕様確認,上限・制限,クレーム,2,中,大企業,4,解決,4,解決,0,0,一次窓口,田中,5,同時接続数の上限は,対応が遅い
INQ-202505-00324,2025-05-21 14:59,2025-05-21 18:30,2025-05-22 03:30,電話,スマート勤怠,使い方,権限設定,障害報告,2,中,中小,5,クローズ,5,完了,0,1,品質保証,渡辺,4,CSVの取込手順が不明,業務が止まっている
INQ-202505-00325,2025-05-19 14:22,2025-05-19 15:57,2025-05-22 14:57,メール,スマート勤怠,使い方,初期設定,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,初期設定の方法を知りたい,急ぎで確認したい
INQ-202505-00326,2025-05-23 12:06,2025-05-23 12:43,2025-05-26 10:43,メール,スマート勤怠,使い方,データ移行,要望,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,4,CSVの取込手順が不明,次期アップデートに期待
INQ-202505-00327,2025-05-02 12:21,2025-05-02 12:44,2025-05-03 07:44,チャット,スマート勤怠,使い方,データ移行,障害報告,2,中,個人事業主,5,クローズ,5,完了,0,1,技術サポート,高橋,4,権限設定について,業務が止まっている
INQ-202505-00328,2025-05-08 15:08,2025-05-08 20:17,2025-05-10 01:17,電話,クラウド経費,要望,機能追加,質問,2,中,大企業,4,解決,4,解決,0,0,技術サポート,高橋,1,ダークモード対応の希望,マニュアルの場所を知りたい
INQ-202505-00329,2025-05-22 12:07,2025-05-22 13:38,2025-05-24 13:38,Web,クラウド経費,使い方,操作方法,要望,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,権限設定について,次期アップデートに期待
INQ-202505-00330,2025-05-05 10:54,2025-05-05 17:52,2025-05-08 06:52,メール,スマート勤怠,使い方,データ移行,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,権限設定について,急ぎで確認したい
INQ-202505-00331,2025-05-15 12:11,2025-05-15 14:16,2025-05-16 15:16,メール,スマート勤怠,使い方,データ移行,クレーム,3,低,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,2,初期設定の方法を知りたい,何度も同じ案内をされた
INQ-202505-00332,2025-05-12 16:34,2025-05-12 18:00,2025-05-13 00:00,メール,スマート勤怠,仕様確認,上限・制限,質問,3,低,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,対応ブラウザを確認したい,急ぎで確認したい
INQ-202505-00333,2025-05-09 12:51,2025-05-09 14:56,2025-05-11 23:56,Web,スマート勤怠,使い方,初期設定,障害報告,3,低,大企業,4,解決,4,解決,0,0,一次窓口,田中,4,権限設定について,至急復旧してほしい
INQ-202505-00334,2025-05-08 16:20,2025-05-09 00:20,2025-05-11 11:20,電話,スマート勤怠,不具合,表示崩れ,質問,2,中,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,2,ログインできない,マニュアルの場所を知りたい
INQ-202505-00335,2025-05-12 18:12,2025-05-12 20:48,2025-05-13 17:48,メール,スマート勤怠,不具合,保存エラー,質問,2,中,個人事業主,4,解決,4,解決,1,0,一次窓口,佐藤,5,ログインできない,マニュアルの場所を知りたい
INQ-202505-00336,2025-05-28 11:26,2025-05-28 15:13,2025-05-29 20:13,チャット,スマート勤怠,要望,通知改善,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,田中,5,エクスポート機能がほしい,マニュアルの場所を知りたい
